WKT;id
MULTIPOLYGON (((4.36659325563255 51.6027779833763,4.36382191554842 51.6007804875891,4.36029105044121 51.5990130447779,4.35713439034538 51.5979727988838,4.35328119022839 51.5972547391453,4.34953173011456 51.5969049110573,4.34633061001737 51.5969969713417,4.34351480993189 51.5973191808676,4.33674206972626 51.598506733381,4.3288874694878 51.5994365008842,4.32484160936497 51.5996666384163,4.31953604920389 51.5996206110031,4.31517896907161 51.5991787454636,4.31025872892223 51.5982029438334,4.30634624880345 51.5970614134297,4.30198916867116 51.595257000401,4.30219664867746 51.6010382339184,4.30625732880074 51.6060087698179,4.30495316876115 51.6060824032966,4.30686865381939 51.6092945475666,4.31064404893393 51.6126353046386,4.31348948902031 51.6183959224559,4.30782824884844 51.6195553194392,4.29905480858207 51.6213771691398,4.30181132866576 51.6267686795862,4.30278944869546 51.6266582796542,4.30317476870716 51.6269710787638,4.30400468873235 51.6270262783829,4.30444928874585 51.6267870795487,4.30489388875935 51.6267686795862,4.30963628890333 51.6273574746865,4.31200748897532 51.6272378763002,4.31337092901671 51.6271090776854,4.32266306929882 51.6249010445684,4.3395726898122 51.630292136299,4.34155856987249 51.634137267608,4.36107651046506 51.6290042204089,4.36727127065313 51.6275322717609,4.37660787093659 51.6249654470557,4.37884569100453 51.6243490194985,4.38126135107787 51.6237877871256,4.38391413115841 51.6279002634003,4.38750057126729 51.6334657729522,4.39122039138023 51.6384051656147,4.39403619146571 51.6412655362379,4.39704465155705 51.6436842940668,4.40433609177842 51.6486593560159,4.41076797197369 51.6530362233658,4.41248709202588 51.6508662327132,4.41284277203668 51.650204180985,4.41447297208617 51.6487145292427,4.41556965211947 51.6472432202133,4.41980817224815 51.6418357493264,4.42099377228415 51.6394260903052,4.42028241226255 51.6355630109687,4.42053805727025 51.6351214952346,4.42089373728104 51.6345695945229,4.42124941729184 51.6340360841179,4.42169401730534 51.6334657729522,4.42225717732244 51.632950647026,4.42305745734673 51.6324539129138,4.42510261740882 51.6308532882143,4.42526193241373 51.6291422131461,4.42649199245107 51.6270998777704,4.42699957746641 51.626400678768,4.42830003250596 51.6236957811563,4.43096763258695 51.6215427882129,4.43590269273678 51.6182486953227,4.43904453283217 51.6164911345369,4.44209745292485 51.6154328844819,4.4441277929865 51.6150187799175,4.4438610329784 51.6146782911119,4.4430311129532 51.614089331472,4.44266061294195 51.6134359454297,4.44140091290371 51.6133439184709,4.44079329288526 51.6131322557576,4.43953359284701 51.6125708846508,4.43545809272328 51.610813103987,4.43317581265399 51.6098651626035,4.43206431262025 51.6092577334469,4.4315752526054 51.6086042778554,4.43081943258245 51.6070488316353,4.42948563254196 51.6042875532321,4.42850751251226 51.6023913781459,4.42862607251586 51.6000532668447,4.42954491254376 51.5925226256736,4.42990059255456 51.5902392506303,4.42834449250731 51.5902852875511,4.42624005244342 51.5902208358489,4.42477287239888 51.5899630281254,4.42376511236828 51.5895026535517,4.42278699233859 51.5892816720991,4.4208011122783 51.5893829553983,4.4187559522162 51.5897420489123,4.41694791216131 51.5902852875511,4.41589569212937 51.5911231513592,4.41571785212397 51.591703201866,4.41617727213792 51.5924029354775,4.41653295214871 51.5930750378765,4.41626619214062 51.5941338091542,4.41534735211272 51.5952846195079,4.41405801207357 51.5962328653279,4.41309471204433 51.5969877653216,4.41233889202138 51.5979727988838,4.41140523199303 51.5987644926156,4.40989359194714 51.5995653780458,4.40879691191385 51.6000164452314,4.4077446918819 51.6001269099816,4.40666283184905 51.6000440614441,4.40546241181261 51.5998507476022,4.40436573177931 51.5999059802124,4.40260215172577 51.6001453207472,4.40089785167403 51.6002741958973,4.39895643161509 51.6002005529991,4.39771155157729 51.5999796235882,4.39701501155615 51.5994457064078,4.39642221153815 51.5992247733246,4.3953996315071 51.5993076233567,4.39399173146436 51.5996758438932,4.39290987143151 51.6000716776401,4.39197621140317 51.6007436665654,4.39105737137527 51.6013051839314,4.38985695133883 51.6014248506693,4.38652245123759 51.6014064404224,4.3848329711863 51.6010382339183,4.38305457113231 51.6005043291842,4.38160221108821 51.599786309472,4.38041661105222 51.5987552869539,4.37929029101802 51.598239766917,4.37276949082005 51.5967115838526,4.37110965076966 51.5965274619402,4.36936089071656 51.5967115838526,4.36856061069227 51.5971350614183,4.36850133069047 51.5976690057645,4.36835313068597 51.5989393998346,4.36796781067427 51.6005411504018,4.36734537065537 51.6017930540385,4.36659325563255 51.6027779833763)));1
